dataset,experiment,fig4,fig5d,fig5e,fold,behavior_class,f1,precision,recall,train_ground_truth_label_counts
vehkaoja_dogs,rf,True,False,False,2,panting_sitting,0.8213517842455376,0.8348868761688241,0.8082485498654588,512352
vehkaoja_dogs,rf,True,False,False,2,panting_standing,0.6119205597440911,0.8047330241408015,0.4936443382634545,429752
vehkaoja_dogs,rf,True,False,False,2,shaking,0.9601136031407927,0.9580728515462199,0.9621630671354429,30233
vehkaoja_dogs,rf,True,False,False,2,sitting,0.811553736669153,0.8097905896079338,0.8133245782402263,367925
vehkaoja_dogs,rf,True,False,False,2,sniffing,0.9880390196821895,0.9782601276406948,0.998015389436301,825131
vehkaoja_dogs,rf,True,False,False,2,standing,0.5164958577249225,0.5136117914908769,0.5194124964535911,396650
vehkaoja_dogs,rf,True,False,False,2,trotting,0.9617462130927122,0.9572599984528506,0.9662746751624188,645815
vehkaoja_dogs,rf,True,False,False,2,walking,0.9633789008713276,0.953183581829279,0.9737946776528226,603415
vehkaoja_dogs,rf,True,False,False,3,galloping,0.9624398855542704,0.9902602486611757,0.936139976907363,141149
vehkaoja_dogs,rf,True,False,False,3,lying_chest,0.43961544436197947,0.5392530487804879,0.3710556219224382,478569
vehkaoja_dogs,rf,True,False,False,3,panting_lying_chest,0.8449060999154341,0.8144479580662228,0.8777308500692865,431868
vehkaoja_dogs,rf,True,False,False,3,panting_sitting,0.9182980852930914,0.9322847717661202,0.9047248687536458,509197
vehkaoja_dogs,rf,True,False,False,3,panting_standing,0.8085490563744638,0.8605906050190338,0.7624426981008513,417258
vehkaoja_dogs,rf,True,False,False,3,shaking,0.9294484911550468,0.9629150495903407,0.8982300884955752,37207
vehkaoja_dogs,rf,True,False,False,3,sitting,0.7729961015498716,0.6948772009801129,0.8709041565490644,396905
vehkaoja_dogs,rf,True,False,False,3,sniffing,0.9921502058578033,0.9870495810707421,0.9973038199027112,814026
vehkaoja_dogs,rf,True,False,False,3,standing,0.6843973302981525,0.6679198653906825,0.7017083511718156,415883
vehkaoja_dogs,rf,True,False,False,3,trotting,0.9793720330316121,0.9623989776265817,0.9969545166382836,612985
vehkaoja_dogs,rf,True,False,False,3,walking,0.9716384256043842,0.9695444965538192,0.9737414187643021,625715
vehkaoja_dogs,rf,True,False,False,4,galloping,0.9661199012919145,0.9681436010822447,0.9641046440884202,140409
vehkaoja_dogs,rf,True,False,False,4,lying_chest,0.6855430807907668,0.6627654873367028,0.709942013549895,412007
vehkaoja_dogs,rf,True,False,False,4,panting_lying_chest,0.7727165922594071,0.8948377734010573,0.6799251747563256,481121
vehkaoja_dogs,rf,True,False,False,4,panting_sitting,0.8679660496347186,0.8651371880328631,0.8708134717855499,525022
vehkaoja_dogs,rf,True,False,False,4,panting_standing,0.7032318997489115,0.6197257437500634,0.8127470947645861,464295
vehkaoja_dogs,rf,True,False,False,4,shaking,0.9126895724445208,0.931444561035327,0.8946749538048043,36226
vehkaoja_dogs,rf,True,False,False,4,sitting,0.7583429890164609,0.6950473498977523,0.8343218955109093,371996
vehkaoja_dogs,rf,True,False,False,4,sniffing,0.9888674159707348,0.9909992215794945,0.9867447624175029,810716
vehkaoja_dogs,rf,True,False,False,4,standing,0.6799630686446945,0.7918170761371929,0.5957990453041263,351704
vehkaoja_dogs,rf,True,False,False,4,trotting,0.9813163856768764,0.978868278938718,0.9837767683322518,621320
vehkaoja_dogs,rf,True,False,False,4,walking,0.9697320812186263,0.950401534057296,0.9898652955424297,641837
vehkaoja_dogs,svm,True,False,False,1,galloping,0.9533253301320529,0.9423295993924435,0.9645807015839083,133762
vehkaoja_dogs,svm,True,False,False,1,lying_chest,0.5001655107187895,0.5396389425080145,0.46607325151842305,411050
vehkaoja_dogs,svm,True,False,False,1,panting_lying_chest,0.6044378698224853,0.6502503819385503,0.5646558077830188,474147
vehkaoja_dogs,svm,True,False,False,1,panting_sitting,0.6672889368407603,0.6577229572311115,0.6771372800414887,514368
vehkaoja_dogs,svm,True,False,False,1,panting_standing,0.6892394557885686,0.6865971070784057,0.6919022210734265,431092
vehkaoja_dogs,svm,True,False,False,1,shaking,0.9087437622043827,0.9392716182274847,0.8801378498781205,30282
vehkaoja_dogs,svm,True,False,False,1,sitting,0.7081395770799961,0.7224808005585293,0.6943566178339416,368552
vehkaoja_dogs,svm,True,False,False,1,sniffing,0.9764720261557734,0.9623531942353194,0.9910113056421889,800450
vehkaoja_dogs,svm,True,False,False,1,standing,0.6081524455163722,0.5423208830387072,0.6921745295072913,366983
vehkaoja_dogs,svm,True,False,False,1,trotting,0.9799175593824577,0.9856216088700165,0.9742791516550655,602345
vehkaoja_dogs,svm,True,False,False,1,walking,0.9468736481798149,0.965791717994883,0.9286824795694638,607440
vehkaoja_dogs,svm,True,False,False,2,galloping,0.9463893721849135,0.9452673293055285,0.9475140819848272,144213
vehkaoja_dogs,svm,True,False,False,2,lying_chest,0.5572678996174416,0.538581770319184,0.5772972655216672,445144
vehkaoja_dogs,svm,True,False,False,2,panting_lying_chest,0.8036206414922847,0.8515396509829909,0.76080743968675,456019
vehkaoja_dogs,svm,True,False,False,2,panting_sitting,0.8709903317779382,0.8766659234592231,0.8653877556816165,512352
vehkaoja_dogs,svm,True,False,False,2,panting_standing,0.7069212640084651,0.7480151459631122,0.6701074170663651,429752
vehkaoja_dogs,svm,True,False,False,2,shaking,0.968746149739209,0.9508989760541804,0.9872760756738658,30233
vehkaoja_dogs,svm,True,False,False,2,sitting,0.783673106026885,0.7676737335762179,0.8003535710677846,367925
vehkaoja_dogs,svm,True,False,False,2,sniffing,0.9802293678261147,0.9682780775651229,0.9924793704954563,825131
vehkaoja_dogs,svm,True,False,False,2,standing,0.5137606012259635,0.4949040464297992,0.5341109971410488,396650
vehkaoja_dogs,svm,True,False,False,2,trotting,0.964812986386995,0.9606084062233919,0.9690545352323838,645815
vehkaoja_dogs,svm,True,False,False,2,walking,0.9453588142443805,0.9421206575287931,0.9486193074267899,603415
