dataset,experiment,fig4,fig5d,fig5e,f1_mean,f1_std,prec_mean,prec_std,rec_mean,rec_std
maekawa_gulls,svm,True,False,False,0.5043973075762231,0.12120996155590878,0.5221627364560018,0.13758758453336514,0.7742902604057668,0.1718080934792077
maekawa_gulls,wavelet_dt,True,False,False,0.46486669373728795,0.11161755075037365,0.48403372882333134,0.12429821972590561,0.7259831131421723,0.18328312276806574
maekawa_gulls,wavelet_rf,True,False,False,0.49044344469492085,0.11275615934918284,0.5422548281648587,0.15343183705766694,0.7560367439108745,0.19467867184050414
maekawa_gulls,wavelet_svm,True,False,False,0.504537352478465,0.12602281740487878,0.5165210265693762,0.13583965824515432,0.7663724294710188,0.1671982601885644
maekawa_gulls,harnet_unfrozen_nogyr,False,True,False,0.3605057957553558,0.13098324066549227,0.42442952942932977,0.12567769841510995,0.5939732774977137,0.2677174818318491
maekawa_gulls,harnet_random_nogyr,False,True,False,0.3157787331561143,0.027956409194688944,0.33836813951614464,0.01982839944841904,0.5854382371294001,0.25911803492539687
maekawa_gulls,RNN_nogyr,False,True,False,0.5230738363991697,0.11344315104308772,0.5370945252966333,0.11659386203784662,0.7606734627202993,0.1993880638919425
maekawa_gulls,harnet_low_data_nogyr,False,False,True,0.5544567025088766,0.11913239867365799,0.560376215161942,0.13295617668568638,0.8019095179891116,0.17305916551820114
maekawa_gulls,harnet_random_low_data_nogyr,False,False,True,0.3418795272136765,0.1371000025301937,0.38071289864686125,0.1278049597019942,0.6045759471258612,0.2515754976091115
maekawa_gulls,harnet_unfrozen_low_data_nogyr,False,False,True,0.3837236232159754,0.17247589149078654,0.5146662359190468,0.1455366022258219,0.5846000307998875,0.2753157264549702
maekawa_gulls,RNN_low_data_nogyr,False,False,True,0.45385740134363095,0.10585848864224076,0.4516977059606832,0.10541966652423718,0.7529987909397508,0.17559827348912366
maekawa_gulls,wavelet_RNN_low_data_nogyr,False,False,True,0.4812959957744271,0.12432889835349674,0.48114398606657627,0.12023844644601327,0.7575464226259544,0.18485001654302188
maekawa_gulls,CRNN_low_data,False,False,True,0.4684351588296349,0.15372334309129027,0.5539385018619774,0.15122375440034289,0.7377794830992517,0.2210920484747698
maekawa_gulls,rf_low_data,False,False,True,0.5061112510190184,0.1301751773066261,0.5625777256896785,0.12157281000537218,0.7428023708955179,0.2219155262163628
pagano_bears,harnet_nogyr,True,True,False,0.6833437323752944,0.08802705161214189,0.6451408332801782,0.08824029087630009,0.8355012108895177,0.022741467280914758
pagano_bears,CRNN,True,True,False,0.7152473979943649,0.06780110945133867,0.7057128996006558,0.0797299685947781,0.8147393227887878,0.02448977449489078
pagano_bears,CNN,True,False,False,0.5489259763055174,0.055418120505987385,0.5041639084976217,0.056585759726548994,0.7568607286471236,0.03654917223927789
pagano_bears,dt,True,False,False,0.509021814635651,0.05314262783180785,0.5311828081873899,0.05008254359512076,0.5771642976250586,0.035200384290365386
pagano_bears,rf,True,True,False,0.6259080923709286,0.07579233184093208,0.7313485026938134,0.08010318019493526,0.6325708155376406,0.03230227685665629
pagano_bears,svm,True,False,False,0.08285763210216801,0.0027653107342261274,0.24916757354074962,0.05431853535995276,0.14855845969259507,0.055635123066564734
pagano_bears,wavelet_dt,True,False,False,0.35683248104977416,0.03902356782769383,0.372596499160192,0.03473271478392697,0.4333922775755168,0.04290218948689235
pagano_bears,wavelet_rf,True,False,False,0.45579795628241204,0.06682700418651788,0.5979650328742181,0.1390059933888659,0.47340436485914433,0.04495493084272418
pagano_bears,wavelet_svm,True,False,False,0.4761952638650967,0.07525800890791814,0.4714414053756714,0.06343277111860036,0.5723846786408673,0.04814072721646968
pagano_bears,harnet_unfrozen_nogyr,False,True,False,0.23076247621683063,0.026371809760265284,0.36072988193054656,0.023193282976924905,0.3261540121074893,0.05195870737104101
pagano_bears,harnet_random_nogyr,False,True,False,0.11468472890311328,0.036208029672638024,0.16084570769133347,0.035948096803298316,0.29246831910416604,0.03576331234374737
pagano_bears,RNN_nogyr,False,True,False,0.6354579434462444,0.0634577144617698,0.6058726372032229,0.07069618756915151,0.7964375098798404,0.04685346625807003
pagano_bears,harnet_low_data_nogyr,False,False,True,0.560671888727719,0.13304076794266181,0.5863289454942995,0.0746779638270431,0.7241863144315841,0.10998632764362233
pagano_bears,harnet_random_low_data_nogyr,False,False,True,0.12421133725367256,0.0297312493619613,0.20777799133333205,0.02455226876643384,0.30739833664267785,0.04997019632909041
pagano_bears,harnet_unfrozen_low_data_nogyr,False,False,True,0.1856951466827155,0.0526010805993502,0.33707994271615815,0.10731770872415275,0.2953519858446252,0.09318434007108875
pagano_bears,RNN_low_data_nogyr,False,False,True,0.47874119120413106,0.11449469980491767,0.5009136970798138,0.05315835952323791,0.6607672947181455,0.1206544091058022
pagano_bears,wavelet_RNN_low_data_nogyr,False,False,True,0.5198776437954175,0.12741411734173225,0.5482730328358193,0.11117067152763234,0.6608460936781624,0.1292087945421509
pagano_bears,CRNN_low_data,False,False,True,0.5293082791088388,0.1311445851319091,0.5844974964066622,0.07116724907020577,0.6630887010875444,0.13161498690422968
pagano_bears,rf_low_data,False,False,True,0.5074212657960294,0.13055871438294214,0.6757409974572356,0.09399002464553827,0.5373194605173004,0.09570173951506011
vehkaoja_dogs,harnet_nogyr,True,True,False,0.8194163407096338,0.08586220398747164,0.8378643130369071,0.0770084395977732,0.8544880530486493,0.072928583883538
vehkaoja_dogs,CRNN,True,False,False,0.7784492991249717,0.09998301949415075,0.8001220286581545,0.09238440409231892,0.8181759089954874,0.08472257454553617
vehkaoja_dogs,CNN,True,False,False,0.7362599060139234,0.10483738314885774,0.7616735399094137,0.09612280523377456,0.7807912684461362,0.09420903618002884
vehkaoja_dogs,dt,True,False,False,0.6709660432501674,0.08110038157554159,0.6884049077311941,0.0765870341621818,0.711092485307517,0.0826799446080953
vehkaoja_dogs,rf,True,False,False,0.7483984846536257,0.0886738492929279,0.7849973107108023,0.0838706618675371,0.7837845762091247,0.07732650102945807
vehkaoja_dogs,svm,True,False,False,0.7336872722397324,0.08328663234064435,0.7515774096391007,0.07980944316339843,0.7802963730038105,0.07453866197956076
vehkaoja_dogs,wavelet_dt,True,False,False,0.5600779017225622,0.06305183559558451,0.5681101462744123,0.06344860826939777,0.5957282140665782,0.06645014472771368
vehkaoja_dogs,wavelet_rf,True,False,False,0.6973949492119895,0.06306900631728517,0.7263465985366518,0.06220885922880305,0.7287847181015535,0.05876124849778565
vehkaoja_dogs,wavelet_svm,True,False,False,0.6326879844423858,0.06825453601646746,0.663528918748544,0.06609444129359196,0.6773071525378582,0.0644645898026802
vehkaoja_dogs,harnet_random_nogyr,False,True,False,0.20328309182944193,0.0440250946420683,0.2516890881583075,0.05303450388885703,0.33196368329603404,0.06404540816397215
vehkaoja_dogs,harnet_unfrozen_nogyr,False,True,False,0.3049985184653799,0.06245237379389002,0.3661523996338584,0.06727347170079737,0.4261175111429101,0.06717247893328034
vehkaoja_dogs,RNN_nogyr,False,True,False,0.6475407718899923,0.10347118357295117,0.678604297807924,0.09737633101832216,0.7003986841976355,0.09232223143317489
vehkaoja_dogs,CRNN_nogyr,False,True,False,0.7587525035296813,0.10346836290581912,0.7793408944185675,0.09612075751072052,0.7980130540124214,0.09217348352100142
vehkaoja_dogs,rf_nogyr,False,True,False,0.7362461774708832,0.09623501090007723,0.7652470195807859,0.08896900556734627,0.7787545583877877,0.08547527698914797
vehkaoja_dogs,harnet_low_data_nogyr,False,False,True,0.7493506874351124,0.10233426200830123,0.7838871763767885,0.09311316552731919,0.7914287286837551,0.09236652024864894
vehkaoja_dogs,harnet_random_low_data_nogyr,False,False,True,0.18709892269142048,0.038801806097225666,0.249763798868351,0.05910168380537071,0.31277056667250724,0.05495193492783072
vehkaoja_dogs,harnet_unfrozen_low_data_nogyr,False,False,True,0.2610677882112603,0.05515464465676822,0.3112419095257284,0.06319208360899396,0.3799526407753782,0.06670694966235421
vehkaoja_dogs,RNN_low_data_nogyr,False,False,True,0.5890895289600446,0.08679261352528096,0.6387456297811306,0.08398782566397364,0.6497998802043237,0.08095137024810051
vehkaoja_dogs,wavelet_RNN_low_data_nogyr,False,False,True,0.6238971095245456,0.07128550219928449,0.6537579486029191,0.07207912589221546,0.671249880267815,0.06972178300494965
vehkaoja_dogs,CRNN_low_data_nogyr,False,False,True,0.5846123899366885,0.08038370824033149,0.6567278053281782,0.07306041692765801,0.6524332388107797,0.08543600711705866
