dataset,experiment,fig4,fig5d,fig5e,fold,individual,f1,precision,recall
vehkaoja_dogs,CRNN,True,False,False,2,12,0.9132490285147181,0.921702049018914,0.9132909295759796
vehkaoja_dogs,CRNN,True,False,False,2,13,0.8421442622826878,0.8920051876665106,0.8337501301739426
vehkaoja_dogs,CRNN,True,False,False,2,14,0.8074412940707187,0.8474235366025518,0.8015069041627897
vehkaoja_dogs,CRNN,True,False,False,2,15,0.8190842541914328,0.8255881286746253,0.8158098283972696
vehkaoja_dogs,CRNN,True,False,False,2,16,0.8515202930403848,0.8725535256146614,0.9039129610319176
vehkaoja_dogs,CRNN,True,False,False,2,17,0.7560417747373861,0.7591779868802337,0.7907844081856618
vehkaoja_dogs,CRNN,True,False,False,3,18,0.7091662297995027,0.7706130744079736,0.8214377152337168
vehkaoja_dogs,CRNN,True,False,False,3,19,0.9612452047073211,0.9564927307957029,0.9665717570038006
vehkaoja_dogs,CRNN,True,False,False,3,20,0.7131388679625064,0.7160035775326175,0.8750147208887694
vehkaoja_dogs,CRNN,True,False,False,3,21,0.7554046898189035,0.804030002400835,0.7815382048344418
vehkaoja_dogs,CRNN,True,False,False,3,22,0.8007829641807042,0.8240426064913348,0.8045714428921724
vehkaoja_dogs,CRNN,True,False,False,3,23,0.823679772135749,0.8348830595525505,0.8459778893415343
vehkaoja_dogs,CRNN,True,False,False,3,24,0.698808247813728,0.7319492320046334,0.7859589787444186
vehkaoja_dogs,CRNN,True,False,False,3,25,0.9007570207524584,0.8992864977243364,0.9027550744456915
vehkaoja_dogs,CRNN,True,False,False,3,26,0.9594544326530797,0.9618574337946734,0.9586710277899987
vehkaoja_dogs,CRNN,True,False,False,4,27,0.8528393855826774,0.8780259222864156,0.8665668527461237
vehkaoja_dogs,CRNN,True,False,False,4,28,0.9617422029433093,0.9614805732396924,0.9633320387590042
vehkaoja_dogs,CRNN,True,False,False,4,29,0.7214936215465998,0.7620177147174902,0.7600389761812875
vehkaoja_dogs,CRNN,True,False,False,4,30,0.6606365649573399,0.6728865679370691,0.7907829619037188
vehkaoja_dogs,CRNN,True,False,False,4,31,0.789041301798174,0.7943257951725416,0.8190306780913137
vehkaoja_dogs,CRNN,True,False,False,4,32,0.7499136324509291,0.7809392348592747,0.8906449322616626
vehkaoja_dogs,CRNN,True,False,False,4,33,0.7770469065259207,0.8035682372626423,0.7906806283014458
vehkaoja_dogs,CRNN,True,False,False,4,34,0.6566952748813525,0.6621275714007202,0.6820328764063351
vehkaoja_dogs,CRNN,True,False,False,4,35,0.8200715811037322,0.8155520740134587,0.8435207211726162
vehkaoja_dogs,CNN,True,False,False,1,0,0.8197328594656313,0.8405566944205123,0.8749824826130513
vehkaoja_dogs,CNN,True,False,False,1,1,0.7891253557634499,0.8010441696541943,0.8145497029488387
vehkaoja_dogs,CNN,True,False,False,1,2,0.6159366836907693,0.6829345633399639,0.6229881731921499
vehkaoja_dogs,CNN,True,False,False,1,3,0.7360033743002959,0.7639447557324863,0.7449977588478046
vehkaoja_dogs,CNN,True,False,False,1,4,0.6965310211797906,0.7464334547566238,0.7104270384996346
vehkaoja_dogs,CNN,True,False,False,1,5,0.563462106529704,0.6092283350355227,0.614694192743867
vehkaoja_dogs,CNN,True,False,False,1,6,0.6702273221906022,0.7301442920900275,0.8005217557588548
vehkaoja_dogs,CNN,True,False,False,1,7,0.44409364669297896,0.4702120309777179,0.5030839380681602
vehkaoja_dogs,CNN,True,False,False,1,8,0.7067743242406395,0.750096675161631,0.7313899703787825
vehkaoja_dogs,CNN,True,False,False,2,9,0.6388755405347673,0.6578055431824301,0.6531272873376469
vehkaoja_dogs,CNN,True,False,False,2,10,0.7189792801588862,0.7756494108527536,0.762683776681196
vehkaoja_dogs,CNN,True,False,False,2,11,0.6532903961283236,0.657683328527592,0.7503243591269069
vehkaoja_dogs,CNN,True,False,False,2,12,0.9029897016961731,0.9033115795132624,0.9052827612016278
vehkaoja_dogs,CNN,True,False,False,2,13,0.7551868807124762,0.7750369094397943,0.7740355504479338
vehkaoja_dogs,CNN,True,False,False,2,14,0.7822615049584223,0.7852886146010936,0.7905234693216731
vehkaoja_dogs,CNN,True,False,False,2,15,0.7631886123974659,0.760799740094246,0.7728351843227947
vehkaoja_dogs,CNN,True,False,False,2,16,0.7210475074268246,0.7968667934657379,0.7576924755941555
vehkaoja_dogs,CNN,True,False,False,2,17,0.6800985687549498,0.7510245033863204,0.6966826322088937
vehkaoja_dogs,CNN,True,False,False,3,18,0.6861455029112422,0.7126603718970407,0.8467787317650799
vehkaoja_dogs,CNN,True,False,False,3,19,0.9027195897963277,0.9017207468612974,0.9067427148110059
vehkaoja_dogs,CNN,True,False,False,3,20,0.6770387874643107,0.6841583235726733,0.8234301665584423
vehkaoja_dogs,CNN,True,False,False,3,21,0.6684438506885679,0.7013946953474851,0.7301294812934963
vehkaoja_dogs,CNN,True,False,False,3,22,0.7963380400730075,0.8362427667390165,0.7892865951443632
vehkaoja_dogs,CNN,True,False,False,3,23,0.8267660956697364,0.835282215133154,0.8563533712789798
vehkaoja_dogs,CNN,True,False,False,3,24,0.5967532398453732,0.6164307405976724,0.7320002667400393
vehkaoja_dogs,CNN,True,False,False,3,25,0.8541447271132262,0.8627493253189179,0.8770449666600094
vehkaoja_dogs,CNN,True,False,False,3,26,0.8841276883703635,0.8749985699415916,0.9247037811401334
vehkaoja_dogs,CNN,True,False,False,4,27,0.807019923333362,0.8409015124512301,0.8267710027544165
vehkaoja_dogs,CNN,True,False,False,4,28,0.9630238035862179,0.9623526418658422,0.9640315659556346
vehkaoja_dogs,CNN,True,False,False,4,29,0.8393380754367894,0.8528389666280076,0.8536322039169032
vehkaoja_dogs,CNN,True,False,False,4,30,0.5956292259527357,0.6370285984077348,0.7096848743193281
vehkaoja_dogs,CNN,True,False,False,4,31,0.753460767223547,0.7458292480028796,0.8085459688674317
vehkaoja_dogs,CNN,True,False,False,4,32,0.7500482104319889,0.7645925928051923,0.8982925011202066
vehkaoja_dogs,CNN,True,False,False,4,33,0.7727609130753841,0.8255777312627406,0.7743068069851304
vehkaoja_dogs,CNN,True,False,False,4,34,0.6902500645358075,0.7119260687190857,0.7029542168375557
vehkaoja_dogs,CNN,True,False,False,4,35,0.7835434241711016,0.7955009269554193,0.8029739386187781
vehkaoja_dogs,dt,True,False,False,1,0,0.7873092534405557,0.7826220664135122,0.8181235448888894
vehkaoja_dogs,dt,True,False,False,1,1,0.7054116692231186,0.7151174089024924,0.7351311452645682
vehkaoja_dogs,dt,True,False,False,1,2,0.6227864954710113,0.6835296843438502,0.6117439467257832
vehkaoja_dogs,dt,True,False,False,1,3,0.6609948721370497,0.6766382513920732,0.6686119568535592
vehkaoja_dogs,dt,True,False,False,1,4,0.6858155103599864,0.7039440292880091,0.7042151417612008
vehkaoja_dogs,dt,True,False,False,1,5,0.5442484601261529,0.5599503026378314,0.5776130241820537
vehkaoja_dogs,dt,True,False,False,1,6,0.6932084613690859,0.7001944156646616,0.8027247471245604
vehkaoja_dogs,dt,True,False,False,1,7,0.4838408353695296,0.5105990174759018,0.5205485249666458
vehkaoja_dogs,dt,True,False,False,1,8,0.6199858167304777,0.6200485140676666,0.6510702378651329
vehkaoja_dogs,dt,True,False,False,2,9,0.5294345934889345,0.5606577185656001,0.5612486366743344
vehkaoja_dogs,dt,True,False,False,2,10,0.6748775605246345,0.6944910598964682,0.6930462158419676
vehkaoja_dogs,dt,True,False,False,2,11,0.6276974714198491,0.6395353251378991,0.7601330772930663
vehkaoja_dogs,dt,True,False,False,2,12,0.7483279357329585,0.7570685978960774,0.7568933332173988
vehkaoja_dogs,dt,True,False,False,2,13,0.6791806446201187,0.69629573843984,0.6890142185889855
vehkaoja_dogs,dt,True,False,False,2,14,0.7063307105785052,0.713587775785487,0.715537963636
vehkaoja_dogs,dt,True,False,False,2,15,0.6824297335446944,0.6835114243992557,0.6905364428448616
vehkaoja_dogs,dt,True,False,False,2,16,0.6193316636103214,0.626938892629143,0.6495609222935965
vehkaoja_dogs,dt,True,False,False,2,17,0.560233018333056,0.5750618453620902,0.5847776039395254
vehkaoja_dogs,dt,True,False,False,3,18,0.6990469909207353,0.7279275429303784,0.8238289886339412
vehkaoja_dogs,dt,True,False,False,3,19,0.8387178037033567,0.8402562544245634,0.8426681014976435
vehkaoja_dogs,dt,True,False,False,3,20,0.6011190332585972,0.6022034095978358,0.7460482107523944
vehkaoja_dogs,dt,True,False,False,3,21,0.6927770226277632,0.7222837019263506,0.6944533951994515
vehkaoja_dogs,dt,True,False,False,3,22,0.6833172767282822,0.7024489574125198,0.7026885027340334
vehkaoja_dogs,dt,True,False,False,3,23,0.7187313349265266,0.7352872654177937,0.7326151898105145
vehkaoja_dogs,dt,True,False,False,3,24,0.6046199644387575,0.6398499840036502,0.7367815825686346
vehkaoja_dogs,dt,True,False,False,3,25,0.645270280754249,0.6386015145009257,0.7130183593332453
vehkaoja_dogs,dt,True,False,False,3,26,0.80596717911079,0.8258636238450859,0.8278171510565907
vehkaoja_dogs,dt,True,False,False,4,27,0.7227476712795423,0.7500066690068151,0.7403500852561545
vehkaoja_dogs,dt,True,False,False,4,28,0.8653985609209862,0.8657281668556713,0.8697500314441925
vehkaoja_dogs,dt,True,False,False,4,29,0.6977035715968132,0.7442526497334174,0.6956443159395955
vehkaoja_dogs,dt,True,False,False,4,30,0.605836610203379,0.6316629489959232,0.7094704681453904
vehkaoja_dogs,dt,True,False,False,4,31,0.6765823424479308,0.6695256817173303,0.7112826233042373
vehkaoja_dogs,dt,True,False,False,4,32,0.7007726717133975,0.7147500807737335,0.8408780279251268
vehkaoja_dogs,dt,True,False,False,4,33,0.6218570551201968,0.6461298835137618,0.6468327007765993
vehkaoja_dogs,dt,True,False,False,4,34,0.5933589841838092,0.6777692324719504,0.6050275270338753
vehkaoja_dogs,dt,True,False,False,4,35,0.749508496990874,0.7482370428974218,0.7696435256968623
vehkaoja_dogs,rf,True,False,False,1,0,0.8458545010624704,0.8697323621442057,0.8492287163204639
vehkaoja_dogs,rf,True,False,False,1,1,0.7811606482800325,0.8229536892599983,0.7949748322616462
vehkaoja_dogs,rf,True,False,False,1,2,0.6583150259149905,0.7630400449153271,0.663376115138231
vehkaoja_dogs,rf,True,False,False,1,3,0.847212861713036,0.8564889662373049,0.8535109373146916
vehkaoja_dogs,rf,True,False,False,1,4,0.7903108812260872,0.845172807173702,0.7938053661377672
vehkaoja_dogs,rf,True,False,False,1,5,0.6382799078160905,0.6745791506824275,0.6816525117915669
vehkaoja_dogs,rf,True,False,False,1,6,0.6863749557506811,0.7512668601272797,0.7978742137333691
vehkaoja_dogs,rf,True,False,False,1,7,0.5606197556050101,0.5787257209789419,0.6028965429957492
vehkaoja_dogs,rf,True,False,False,1,8,0.6697167484833307,0.6766661747420963,0.6928431460812241
vehkaoja_dogs,rf,True,False,False,2,9,0.6269711207001392,0.663698813441692,0.6760699107221566
vehkaoja_dogs,rf,True,False,False,2,10,0.7499341706031423,0.8039129567654164,0.7745261829953022
vehkaoja_dogs,rf,True,False,False,2,11,0.6710387311205552,0.7009588640863469,0.7866071471535325
vehkaoja_dogs,rf,True,False,False,2,12,0.869127776911737,0.8713733825154737,0.8813348215613956
vehkaoja_dogs,rf,True,False,False,2,13,0.7237670903950925,0.8133091118951661,0.7439139541899771
vehkaoja_dogs,rf,True,False,False,2,14,0.7848492021827739,0.8269885699017945,0.786227986431843
vehkaoja_dogs,rf,True,False,False,2,15,0.748808407365773,0.7716274686002766,0.7542020299167891
vehkaoja_dogs,rf,True,False,False,2,16,0.7632222360673516,0.8263952058010624,0.784905900252486
vehkaoja_dogs,rf,True,False,False,2,17,0.6301786697040471,0.7209421699078563,0.6535951080718245
vehkaoja_dogs,rf,True,False,False,3,18,0.7570882083894493,0.7699786731483914,0.8771577121129777
vehkaoja_dogs,rf,True,False,False,3,19,0.9286040032806415,0.9274400969758065,0.9308113206730951
vehkaoja_dogs,rf,True,False,False,3,20,0.6676317443818269,0.6589806909295169,0.8377763360278861
vehkaoja_dogs,rf,True,False,False,3,21,0.7211063004137805,0.7797070616032635,0.732056521510567
vehkaoja_dogs,rf,True,False,False,3,22,0.7832787268016176,0.8214808892285976,0.7917847482998649
vehkaoja_dogs,rf,True,False,False,3,23,0.8154517862582676,0.859100103115368,0.8169976277557698
vehkaoja_dogs,rf,True,False,False,3,24,0.6768648198002299,0.7035907005463896,0.7958859991439993
vehkaoja_dogs,rf,True,False,False,3,25,0.7847485732199302,0.8126520480556262,0.8224820172545311
vehkaoja_dogs,rf,True,False,False,3,26,0.9169033780626333,0.9283275239847026,0.9163843564952106
vehkaoja_dogs,rf,True,False,False,4,27,0.7149369154678223,0.8032521778655167,0.7439871867337909
vehkaoja_dogs,rf,True,False,False,4,28,0.9270160051787877,0.9361228840185475,0.9288680976363384
vehkaoja_dogs,rf,True,False,False,4,29,0.7725722158364005,0.8770873398898089,0.7666513452202011
vehkaoja_dogs,rf,True,False,False,4,30,0.618988768528658,0.6429590666987302,0.7282414442871155
vehkaoja_dogs,rf,True,False,False,4,31,0.7928467255728535,0.7982277822313333,0.806117619814317
vehkaoja_dogs,rf,True,False,False,4,32,0.7282877601866299,0.7598540175615317,0.8419951195289971
vehkaoja_dogs,rf,True,False,False,4,33,0.7184895465290674,0.7541410777461125,0.7358213199722345
vehkaoja_dogs,rf,True,False,False,4,34,0.7259118147618313,0.7462163882878982,0.7130125382612129
vehkaoja_dogs,rf,True,False,False,4,35,0.8458754639577564,0.8429523445253765,0.8586680097303666
vehkaoja_dogs,svm,True,False,False,1,0,0.8244149261054333,0.8345526345624897,0.8763694963833757
vehkaoja_dogs,svm,True,False,False,1,1,0.7860280287438622,0.8093227359097795,0.8138796444528203
vehkaoja_dogs,svm,True,False,False,1,2,0.7332530279119261,0.7588178358096959,0.7221337955700715
vehkaoja_dogs,svm,True,False,False,1,3,0.7074464698378952,0.7387963872952285,0.7335909961547067
vehkaoja_dogs,svm,True,False,False,1,4,0.7868880114484704,0.7955124332784655,0.8065419388229155
vehkaoja_dogs,svm,True,False,False,1,5,0.6239816323347124,0.6471637469477804,0.6420446943386927
vehkaoja_dogs,svm,True,False,False,1,6,0.6615674423500567,0.7055058443254226,0.8174446917153916
vehkaoja_dogs,svm,True,False,False,1,7,0.5109174139618017,0.5358457769360173,0.5675354502992708
vehkaoja_dogs,svm,True,False,False,1,8,0.6607594250702229,0.7171804707682408,0.6970167815208496
vehkaoja_dogs,svm,True,False,False,2,9,0.6046801662598671,0.6186075937961906,0.6455537548929408
vehkaoja_dogs,svm,True,False,False,2,10,0.7689010426482054,0.8234029754380651,0.7730619217965757
vehkaoja_dogs,svm,True,False,False,2,11,0.6618914211234748,0.6546055401295554,0.7726720537978647
vehkaoja_dogs,svm,True,False,False,2,12,0.82082463556202,0.8115149582447614,0.8504426359448266
vehkaoja_dogs,svm,True,False,False,2,13,0.7421334085595794,0.759005963276027,0.7601952117168346
vehkaoja_dogs,svm,True,False,False,2,14,0.7327654408134943,0.7729346980267067,0.7405895793870673
vehkaoja_dogs,svm,True,False,False,2,15,0.7509717796098246,0.7853356968691013,0.7475237087193919
vehkaoja_dogs,svm,True,False,False,2,16,0.8589021792066404,0.8566377519609357,0.8856594411129077
vehkaoja_dogs,svm,True,False,False,2,17,0.7681734045796833,0.7724379583069748,0.7781965869013672
vehkaoja_dogs,svm,True,False,False,3,18,0.761366396988572,0.7682580885749188,0.8759301680471553
vehkaoja_dogs,svm,True,False,False,3,19,0.8918247202037431,0.8970500029241267,0.8932660001353357
vehkaoja_dogs,svm,True,False,False,3,20,0.6301688348273651,0.6526334522756184,0.8065752038286845
vehkaoja_dogs,svm,True,False,False,3,21,0.6934293841528697,0.7238754890001572,0.7484006360763783
vehkaoja_dogs,svm,True,False,False,3,22,0.7800601674587107,0.8220723494913187,0.7872871494407044
vehkaoja_dogs,svm,True,False,False,3,23,0.8073496515282957,0.825361274881076,0.8322877006946886
vehkaoja_dogs,svm,True,False,False,3,24,0.6173620328814085,0.6513258912610564,0.7946422001750111
vehkaoja_dogs,svm,True,False,False,3,25,0.7795205479501653,0.7973938933571656,0.793829905030169
vehkaoja_dogs,svm,True,False,False,3,26,0.8060155989908456,0.8028578259360521,0.8733892237509688
vehkaoja_dogs,svm,True,False,False,4,27,0.7584357934788923,0.7983152459783568,0.7640140776572288
vehkaoja_dogs,svm,True,False,False,4,28,0.8942546506666941,0.900319571298467,0.9089380053975329
vehkaoja_dogs,svm,True,False,False,4,29,0.7520166757550442,0.7427357034628187,0.8049455904334096
vehkaoja_dogs,svm,True,False,False,4,30,0.6215869318511398,0.6251965975937074,0.7552479550389557
vehkaoja_dogs,svm,True,False,False,4,31,0.7551261304835758,0.7622225957690987,0.7778981020262553
vehkaoja_dogs,svm,True,False,False,4,32,0.7185806424578853,0.7271979554072636,0.8436875890418931
vehkaoja_dogs,svm,True,False,False,4,33,0.6994170181195034,0.7192641086042267,0.7316910084998492
vehkaoja_dogs,svm,True,False,False,4,34,0.6611129184811878,0.6663046677449788,0.6661441653661199
vehkaoja_dogs,svm,True,False,False,4,35,0.7806138482272977,0.7772210315657805,0.8020423639689706
vehkaoja_dogs,wavelet_dt,True,False,False,1,0,0.6259139670120275,0.6203028808963483,0.6589724738791995
vehkaoja_dogs,wavelet_dt,True,False,False,1,1,0.6247662454046827,0.6184313932782222,0.6497350980515975
vehkaoja_dogs,wavelet_dt,True,False,False,1,2,0.6420343273866617,0.6527734842886835,0.6573832768972591
vehkaoja_dogs,wavelet_dt,True,False,False,1,3,0.5402617089459774,0.564213264486363,0.543778339886316
vehkaoja_dogs,wavelet_dt,True,False,False,1,4,0.5855327629011433,0.5915932605970627,0.5904274931399658
vehkaoja_dogs,wavelet_dt,True,False,False,1,5,0.5587244969915885,0.5601747736000118,0.5794141476104393
vehkaoja_dogs,wavelet_dt,True,False,False,1,6,0.5971577995494891,0.6244297687793315,0.6935738888066775
vehkaoja_dogs,wavelet_dt,True,False,False,1,7,0.35817759055440207,0.3772476290340192,0.36546469119777353
vehkaoja_dogs,wavelet_dt,True,False,False,1,8,0.5902690537327887,0.586932189177817,0.6064448730592074
vehkaoja_dogs,wavelet_dt,True,False,False,2,9,0.3875493491571511,0.37394183986345264,0.4475009762934295
vehkaoja_dogs,wavelet_dt,True,False,False,2,10,0.5786776609136138,0.5918622073314077,0.5911893784214196
vehkaoja_dogs,wavelet_dt,True,False,False,2,11,0.4970184533799493,0.4946685377082872,0.6394218568578167
vehkaoja_dogs,wavelet_dt,True,False,False,2,12,0.6054324816249644,0.6151111239798263,0.6140179404713781
vehkaoja_dogs,wavelet_dt,True,False,False,2,13,0.600690755235333,0.6084620388012985,0.6110264672811954
vehkaoja_dogs,wavelet_dt,True,False,False,2,14,0.5103766123820427,0.5053005541865132,0.5249973783975128
vehkaoja_dogs,wavelet_dt,True,False,False,2,15,0.5203760289246504,0.5243809091229049,0.5281658736563594
vehkaoja_dogs,wavelet_dt,True,False,False,2,16,0.5980361404175859,0.6078519225868412,0.6203581915060141
vehkaoja_dogs,wavelet_dt,True,False,False,2,17,0.6060146012883841,0.6284596015339959,0.6139516511928123
vehkaoja_dogs,wavelet_dt,True,False,False,3,18,0.582817454184099,0.6084898974303895,0.6928561358343364
vehkaoja_dogs,wavelet_dt,True,False,False,3,19,0.6642082155272547,0.6718152840946386,0.6678313089385256
vehkaoja_dogs,wavelet_dt,True,False,False,3,20,0.49345531399981063,0.5102099267847667,0.6118203687076929
vehkaoja_dogs,wavelet_dt,True,False,False,3,21,0.5210991998190266,0.5278900692415637,0.5475633291586274
vehkaoja_dogs,wavelet_dt,True,False,False,3,22,0.5805691908962166,0.5708829975517689,0.5980121014094318
vehkaoja_dogs,wavelet_dt,True,False,False,3,23,0.5401233874159389,0.5638875990138115,0.5490857723520489
vehkaoja_dogs,wavelet_dt,True,False,False,3,24,0.5332230711704833,0.5571299852618838,0.6255933954505003
vehkaoja_dogs,wavelet_dt,True,False,False,3,25,0.5544610736353079,0.5745290452368231,0.5838935835609085
vehkaoja_dogs,wavelet_dt,True,False,False,3,26,0.5485182210982052,0.560251855979895,0.592017009149957
vehkaoja_dogs,wavelet_dt,True,False,False,4,27,0.5690479921594311,0.5623653989384829,0.5919138107802188
vehkaoja_dogs,wavelet_dt,True,False,False,4,28,0.6497671651373711,0.6503694217609013,0.661828322708194
vehkaoja_dogs,wavelet_dt,True,False,False,4,29,0.5948607614763612,0.5850325560952304,0.611436805307729
vehkaoja_dogs,wavelet_dt,True,False,False,4,30,0.5157084953235944,0.5269724568683632,0.6128260081308263
vehkaoja_dogs,wavelet_dt,True,False,False,4,31,0.5998325201190805,0.5959222516600797,0.6252170776293323
vehkaoja_dogs,wavelet_dt,True,False,False,4,32,0.574266316233605,0.6009988746639878,0.6867674352243459
vehkaoja_dogs,wavelet_dt,True,False,False,4,33,0.5511517030852201,0.5601230092531169,0.5746867248269903
vehkaoja_dogs,wavelet_dt,True,False,False,4,34,0.4835941318488024,0.4982403245731683,0.48348017222294487
vehkaoja_dogs,wavelet_dt,True,False,False,4,35,0.5790902130799931,0.5807169322175829,0.5935623483978302
vehkaoja_dogs,wavelet_rf,True,False,False,1,0,0.7531017170602587,0.7639581245648273,0.7618002621120493
vehkaoja_dogs,wavelet_rf,True,False,False,1,1,0.7816747547333492,0.8084028955049916,0.7886281116151089
vehkaoja_dogs,wavelet_rf,True,False,False,1,2,0.7780505495790814,0.7854024296540569,0.7839136426671209
vehkaoja_dogs,wavelet_rf,True,False,False,1,3,0.6342079038531484,0.6932881069254418,0.6540932164857335
vehkaoja_dogs,wavelet_rf,True,False,False,1,4,0.7234740682100771,0.7572658604447579,0.7327825127712003
vehkaoja_dogs,wavelet_rf,True,False,False,1,5,0.7003889380492191,0.7034443999484248,0.7097020803223866
vehkaoja_dogs,wavelet_rf,True,False,False,1,6,0.6188023899276031,0.6715820608129955,0.7152859723334383
vehkaoja_dogs,wavelet_rf,True,False,False,1,7,0.54779657269132,0.5492979210898897,0.5653632563192204
vehkaoja_dogs,wavelet_rf,True,False,False,1,8,0.7545039376677116,0.7871898005170916,0.745251019933869
vehkaoja_dogs,wavelet_rf,True,False,False,2,9,0.6043727131768865,0.6221847732562732,0.6255850703719851
